,id,label,length,group
9367,JN051154.1,Phages,38013,train
9368,AF176025.1,Phages,40003,train
9369,KC182547.1,Phages,28674,train
9370,KF017927.1,Phages,52807,train
9371,MK557849.1,Phages,52012,train
9372,KY082667.1,Phages,40493,train
9373,MK448520.1,Phages,13504,train
9374,NC_003216.1,Phages,40834,train
9375,HM753673.1,Phages,5386,train
9376,MK348510.1,Phages,45108,train
9377,X98106.1,Phages,42259,train
9378,JN699017.1,Phages,68839,train
9379,JF937100.1,Phages,50486,train
9380,KX266562.1,Phages,5577,train
9381,MN334766.1,Phages,212807,train
9382,KM612259.1,Phages,39725,train
9383,NC_028835.1,Phages,38751,train
9384,MH853788.1,Phages,46499,train
9385,KJ019071.1,Phages,174885,train
9386,MK448825.1,Phages,38797,train
9387,KT932701.1,Phages,38886,train
9388,NC_007057.1,Phages,43576,train
9389,MK448622.1,Phages,13363,train
9390,MK373782.1,Phages,170187,train
9391,LN610584.1,Phages,58139,train
9392,MK540439.1,Phages,171823,train
9393,KJ019136.1,Phages,179110,train
9394,KY979242.1,Phages,49099,train
9395,KP143763.1,Phages,120098,train
9396,MK448759.1,Phages,41549,train
9397,MH310936.1,Phages,121418,train
9398,NC_023701.1,Phages,69864,train
9399,MK919477.1,Phages,73453,train
9400,NC_031026.1,Phages,49167,train
9401,MK448667.1,Phages,54689,train
9402,NC_026593.1,Phages,59419,train
9403,DQ079907.2,Phages,5529,train
9404,MH450129.1,Phages,57448,train
9405,NC_028682.1,Phages,69030,train
9406,NC_021319.1,Phages,54291,train
9407,NC_028656.1,Phages,65955,train
9408,MH622917.2,Phages,5221,train
9409,MN096382.1,Phages,73721,train
9410,MK448858.1,Phages,45241,train
9411,AP019535.1,Phages,66220,train
9412,KU595432.1,Phages,43851,train
9413,MK972691.1,Phages,41396,train
9414,KX550442.1,Phages,51274,train
9415,MK112535.1,Phages,43862,train
9416,KX349290.1,Phages,170397,train
9417,MK448708.1,Phages,37964,train
9418,MF188997.1,Phages,40574,train
9419,JX316028.1,Phages,243050,train
9420,MN013085.1,Phages,39556,train
9421,KJ019069.1,Phages,192108,train
9422,KX513865.1,Phages,5135,train
9423,KX266319.1,Phages,5577,train
9424,NC_028664.1,Phages,43963,train
9425,KT151959.1,Phages,134270,train
9426,EU744251.1,Phages,50968,train
9427,KJ019054.1,Phages,189418,train
9428,V01146.1,Phages,39937,train
9429,NC_023706.1,Phages,75772,train
9430,MN101221.1,Phages,131200,train
9431,KX765862.1,Phages,59132,train
9432,KJ094023.1,Phages,43767,train
9433,MK448567.1,Phages,7858,train
9434,NC_028957.1,Phages,171541,train
9435,NC_022974.1,Phages,88255,train
9436,MK279860.1,Phages,42602,train
9437,KR921745.1,Phages,651523,train
9438,KF024728.1,Phages,48228,train
9439,HM753706.1,Phages,5386,train
9440,KX620754.1,Phages,38555,train
9441,NC_022750.1,Phages,33628,train
9442,MK892600.1,Phages,55774,train
9443,MK359311.1,Phages,155433,train
9444,KT809369.1,Phages,40448,train
9445,KT361653.1,Phages,44172,train
9446,MK448379.1,Phages,9600,train
9447,MF001362.1,Phages,156585,train
9448,MK801726.1,Phages,76145,train
9449,KX266376.1,Phages,5577,train
9450,NC_042135.1,Phages,38232,train
9451,MH622942.2,Phages,5707,train
9452,MG208881.1,Phages,72444,train
9453,KM589502.1,Phages,4656,train
9454,NC_031036.1,Phages,35068,train
9455,MK893987.1,Phages,88129,train
9456,NC_023576.1,Phages,39207,train
9457,KT151958.1,Phages,52992,train
9458,MK448568.1,Phages,7966,train
9459,CP011970.1,Phages,131326,train
9460,MH617124.1,Phages,4559,train
9461,NC_025418.1,Phages,43871,train
9462,MH590605.1,Phages,41456,train
9463,KC556897.1,Phages,41142,train
9464,KX266538.1,Phages,5577,train
9465,HQ641352.1,Phages,129373,train
9466,KJ477686.1,Phages,165660,train
9467,MH536816.1,Phages,50155,train
9468,HM753660.1,Phages,5386,train
9469,NC_023560.1,Phages,43454,train
9470,MK448818.1,Phages,40915,train
9471,DQ320509.1,Phages,38239,train
9472,HE978309.1,Phages,163424,train
9473,MH576953.1,Phages,75586,train
9474,NC_019530.1,Phages,157785,train
9475,MK449007.1,Phages,34464,train
9476,NC_011802.1,Phages,41941,train
9477,NC_021557.1,Phages,37378,train
9478,MK327944.1,Phages,168654,train
9479,NC_026602.1,Phages,43639,train
9480,L41843.1,Phages,3636,train
9481,NC_004996.1,Phages,34692,train
9482,MF140428.1,Phages,60143,train
9483,MH617105.2,Phages,4492,train
9484,MK448768.1,Phages,41191,train
9485,MK493322.1,Phages,169803,train
9486,NC_011421.1,Phages,132562,train
9487,MG021306.1,Phages,177314,train
9488,MK524511.1,Phages,51202,train
9489,KC556896.1,Phages,38253,train
9490,MH617388.2,Phages,4510,train
9491,NC_023574.1,Phages,128546,train
9492,KY087993.1,Phages,61812,train
9493,MK967388.1,Phages,41798,train
9494,NC_028762.1,Phages,161989,train
9495,MH576968.1,Phages,133007,train
9496,NC_019717.1,Phages,45366,train
9497,MK448968.1,Phages,39734,train
9498,JX486550.1,Phages,15192,train
9499,JQ740790.1,Phages,33178,train
9500,MK892707.1,Phages,28930,train
9501,KX349237.1,Phages,175340,train
9502,MK540420.1,Phages,171823,train
9503,MK165657.1,Phages,42622,train
9504,KP793132.1,Phages,32682,train
9505,GQ478086.1,Phages,39576,train
9506,NC_021563.1,Phages,42724,train
9507,MH572478.1,Phages,4247,train
9508,MK448838.1,Phages,33082,train
9509,FJ792813.1,Phages,21115,train
9510,MK540321.1,Phages,171823,train
9511,MG280946.1,Phages,59715,train
9512,MH937480.1,Phages,37464,train
9513,MH509443.1,Phages,51366,train
9514,NC_012741.1,Phages,171451,train
9515,MK279871.1,Phages,68318,train
9516,AJ880277.1,Phages,15192,train
9517,MG198779.1,Phages,43940,train
9518,MH616748.2,Phages,4859,train
9519,NC_026583.1,Phages,49577,train
9520,KY271396.1,Phages,44400,train
9521,KX268652.1,Phages,40749,train
9522,MG670586.1,Phages,41593,train
9523,NC_015157.1,Phages,125956,train
9524,MH972260.1,Phages,17700,train
9525,MH617589.2,Phages,4199,train
9526,MN013088.1,Phages,42859,train
9527,MH450123.1,Phages,39448,train
9528,MK878904.1,Phages,53932,train
9529,MK448490.1,Phages,9531,train
9530,AB572858.1,Phages,6856,train
9531,NC_028887.1,Phages,167431,train
9532,AY145471.1,Phages,131526,train
9533,NC_023604.1,Phages,44306,train
9534,KY938558.1,Phages,29075,train
9535,MG839015.1,Phages,41555,train
9536,KX580961.1,Phages,76363,train
9537,MK540366.1,Phages,171823,train
9538,MK892740.1,Phages,86616,train
9539,NC_023863.2,Phages,66316,train
9540,MH622922.2,Phages,4490,train
9541,HE956711.1,Phages,167063,train
9542,NC_020840.1,Phages,38987,train
9543,NC_019516.2,Phages,172474,train
9544,KU885949.1,Phages,15189,train
9545,NC_027380.1,Phages,29377,train
9546,D89074.1,Phages,6340,train
9547,NC_025411.1,Phages,4089,train
9548,AF323670.1,Phages,36949,train
9549,KY204248.1,Phages,51366,train
9550,KT281796.1,Phages,69653,train
9551,KF114877.1,Phages,87887,train
9552,MG973030.1,Phages,164037,train
9553,NC_020202.1,Phages,37740,train
9554,EF136587.1,Phages,3165,train
9555,NC_004814.1,Phages,16687,train
9556,NC_014792.1,Phages,169285,train
9557,HQ630627.1,Phages,309208,train
9558,KX507361.1,Phages,76012,train
9559,MH572310.1,Phages,4486,train
9560,KX534336.1,Phages,44513,train
9561,KX581096.3,Phages,53227,train
9562,NC_028691.1,Phages,68227,train
9563,KF416342.1,Phages,70657,train
9564,MH616750.2,Phages,4249,train
9565,HM152764.1,Phages,59598,train
9566,MK719731.1,Phages,80342,train
9567,NC_004466.2,Phages,45503,train
9568,HM159959.1,Phages,59199,train
9569,HQ317292.1,Phages,175430,train
9570,AB370205.1,Phages,44342,train
9571,MH892359.1,Phages,34336,train
9572,AF195902.3,Phages,40881,train
9573,MH371115.1,Phages,55727,train
9574,KX231828.1,Phages,41918,train
9575,KF806588.1,Phages,75568,train
9576,NC_024788.1,Phages,162816,train
9577,KY065459.1,Phages,34235,train
9578,MH834613.1,Phages,69660,train
9579,MK448736.1,Phages,37764,train
9580,NC_031917.1,Phages,39949,train
9581,MF431738.1,Phages,121986,train
9582,MK250027.1,Phages,551627,train
9583,KM092515.1,Phages,86252,train
9584,MH479913.1,Phages,67234,train
9585,MH001459.1,Phages,49894,train
9586,KY971609.1,Phages,58279,train
9587,MH393889.1,Phages,19046,train
9588,JN006062.1,Phages,75706,train
9589,MH617677.2,Phages,4776,train
9590,KP972569.1,Phages,6722,train
9591,MH572282.1,Phages,4200,train
9592,KU963250.1,Phages,59337,train
9593,MK012496.1,Phages,4734,train
9594,HG315669.1,Phages,7648,train
9595,MK911750.1,Phages,34037,train
9596,MN044033.1,Phages,168532,train
9597,MH552516.2,Phages,6336,train
9598,NC_014458.1,Phages,59598,train
9599,NC_027204.1,Phages,194701,train
9600,MH047631.1,Phages,67539,train
9601,MH616696.2,Phages,4309,train
9602,LN681542.1,Phages,52261,train
9603,MN096371.1,Phages,131234,train
9604,MK448415.1,Phages,12024,train
9605,NC_013698.1,Phages,58652,train
9606,KJ920400.1,Phages,45648,train
9607,MH617923.1,Phages,4044,train
9608,KX349251.1,Phages,175433,train
9609,NC_004348.1,Phages,40679,train
9610,AY129331.1,Phages,75931,train
9611,MK494106.1,Phages,73380,train
9612,KF623293.1,Phages,77837,train
9613,MK540326.1,Phages,171823,train
9614,KJ019115.1,Phages,179043,train
9615,MH617532.2,Phages,5701,train
9616,KX458237.1,Phages,50884,train
9617,MN062720.1,Phages,54844,train
9618,KU892558.1,Phages,40273,train
9619,MH638309.1,Phages,165213,train
9620,MH285980.1,Phages,49372,train
9621,MG845683.1,Phages,43184,train
9622,KX119192.1,Phages,28670,train
9623,MH940212.1,Phages,158400,train
9624,KT388103.1,Phages,40938,train
9625,NC_006356.2,Phages,36012,train
9626,KU737347.1,Phages,164443,train
9627,MK761197.1,Phages,41396,train
9628,NC_028688.1,Phages,40114,train
9629,KP063903.1,Phages,39861,train
9630,JX556418.1,Phages,78751,train
9631,MK450423.1,Phages,153369,train
9632,NC_010821.1,Phages,316674,train
9633,MK814749.1,Phages,43729,train
9634,KJ019043.1,Phages,172688,train
9635,MG845865.1,Phages,38823,train
9636,MH616876.2,Phages,4322,train
9637,NC_028861.1,Phages,44576,train
9638,MH572498.1,Phages,4367,train
9639,NC_002667.1,Phages,41834,train
9640,JX483873.1,Phages,43444,train
9641,DQ004855.1,Phages,131384,train
9642,KU761955.1,Phages,93129,train
9643,MN234164.1,Phages,59171,train
9644,MH617405.2,Phages,5110,train
9645,KX119191.1,Phages,29393,train
9646,MK327940.1,Phages,168241,train
9647,MH880817.1,Phages,152770,train
9648,KX241618.1,Phages,60497,train
9649,MH976506.1,Phages,59156,train
9650,NC_028930.1,Phages,54439,train
9651,MK903279.1,Phages,39233,train
9652,KX266620.1,Phages,5577,train
9653,MH617034.2,Phages,5132,train
9654,MF975721.1,Phages,35306,train
9655,KT184311.1,Phages,166514,train
9656,EF136585.1,Phages,3643,train
9657,MK892802.1,Phages,50395,train
9658,MK360025.1,Phages,18742,train
9659,KJ019068.1,Phages,171231,train
9660,MH617076.1,Phages,4857,train
9661,MG962368.1,Phages,59545,train
9662,KP007362.1,Phages,171541,train
9663,MH651185.1,Phages,53085,train
9664,MK012432.1,Phages,4295,train
9665,EF108465.1,Phages,3569,train
9666,MK540319.1,Phages,171823,train
9667,MH892379.1,Phages,35443,train
9668,MG833025.1,Phages,38553,train
9669,KY065452.1,Phages,40648,train
9670,NC_031123.1,Phages,39444,train
9671,NC_002180.1,Phages,4532,train
9672,KU160659.1,Phages,43374,train
9673,MK373798.1,Phages,51739,train
9674,MK540466.1,Phages,171823,train
9675,KP087957.1,Phages,6083,train
9676,AP019418.1,Phages,279095,train
9677,NC_018856.1,Phages,153962,train
9678,NC_022979.1,Phages,52823,train
9679,NC_018837.1,Phages,122024,train
9680,KJ802832.1,Phages,52869,train
9681,KX266439.1,Phages,5577,train
9682,MH651187.1,Phages,58078,train
9683,KR149291.1,Phages,41698,train
9684,KU160646.1,Phages,58279,train
9685,KJ578790.1,Phages,29806,train
9686,KX011169.1,Phages,161140,train
9687,MH648955.2,Phages,5322,train
9688,MH371119.1,Phages,41880,train
9689,MH479918.1,Phages,68637,train
9690,NC_024123.1,Phages,64113,train
9691,MK213796.1,Phages,48836,train
9692,MK719716.1,Phages,80341,train
9693,NC_021529.2,Phages,247511,train
9694,JX262223.1,Phages,29348,train
9695,MH807812.1,Phages,152612,train
9696,NC_027992.1,Phages,39552,train
9697,NC_028897.1,Phages,49421,train
9698,NC_031263.1,Phages,53935,train
9699,KM236239.1,Phages,87999,train
9700,MK448371.1,Phages,9600,train
9701,AY954952.1,Phages,43883,train
9702,KX130862.1,Phages,168993,train
9703,MG962375.1,Phages,68086,train
9704,MK448668.1,Phages,37952,train
9705,KY398841.1,Phages,44234,train
9706,NC_019519.1,Phages,69391,train
9707,MN102098.2,Phages,262372,train
9708,AF145054.1,Phages,35466,train
9709,EU438902.1,Phages,18762,train
9710,MK373790.1,Phages,47082,train
9711,KY653126.1,Phages,42706,train
9712,KU686201.1,Phages,191983,train
9713,KM819694.1,Phages,41480,train
9714,KM983334.1,Phages,38243,train
9715,JQ692107.1,Phages,76350,train
9716,MK493324.1,Phages,169811,train
9717,KT997858.1,Phages,36892,train
9718,KX266368.1,Phages,5577,train
9719,KP708985.1,Phages,43809,train
9720,MH576966.1,Phages,63874,train
9721,KY787212.1,Phages,110741,train
9722,NC_027334.1,Phages,47800,train
9723,MF346933.1,Phages,29837,train
9724,JF937099.1,Phages,52169,train
9725,MK448527.1,Phages,9008,train
9726,JN020140.1,Phages,50988,train
9727,MF373841.1,Phages,61318,train
9728,MH807819.1,Phages,44149,train
9729,JN638753.1,Phages,68307,train
9730,KJ010548.1,Phages,151419,train
9731,MH622910.1,Phages,38510,train
9732,NC_009015.1,Phages,72415,train
9733,NC_021791.1,Phages,39148,train
9734,MK892479.1,Phages,36079,train
9735,NC_026010.1,Phages,50109,train
9736,MG383452.2,Phages,158639,train
9737,KX266539.1,Phages,5577,train
9738,MH572416.1,Phages,4212,train
9739,KR073660.1,Phages,32675,train
9740,KJ019031.1,Phages,179110,train
9741,LN610573.1,Phages,86246,train
9742,AF158101.6,Phages,168903,train
9743,MH937473.1,Phages,40874,train
9744,MF766045.1,Phages,50602,train
9745,DQ079889.1,Phages,5386,train
9746,MH973662.1,Phages,35917,train
9747,NC_015269.1,Phages,118351,train
9748,MH892365.1,Phages,32005,train
9749,NC_007061.1,Phages,42802,train
9750,NC_019719.1,Phages,41528,train
9751,MH834626.1,Phages,39926,train
9752,KX379671.1,Phages,29952,train
9753,MG646669.1,Phages,87609,train
9754,JQ691610.1,Phages,38689,train
9755,KU160673.1,Phages,68203,train
9756,JF923796.1,Phages,65839,train
9757,KX578071.1,Phages,68479,train
9758,KJ019062.1,Phages,179323,train
9759,MH572294.1,Phages,4499,train
9760,KX266527.1,Phages,5577,train
9761,KJ019037.1,Phages,225059,train
9762,NC_020866.1,Phages,40231,train
9763,GQ303260.1,Phages,155445,train
9764,KP137434.1,Phages,35764,train
9765,KJ019116.1,Phages,170403,train
9766,KP007361.1,Phages,170822,train
9767,JQ066768.1,Phages,40489,train
9768,KU884561.1,Phages,43265,train
9769,FM897211.1,Phages,66235,train
9770,MH431930.1,Phages,40448,train
9771,MH892367.1,Phages,35153,train
9772,NC_009604.1,Phages,47382,train
9773,MK450426.1,Phages,41403,train
9774,MH371108.1,Phages,62090,train
9775,MK279882.1,Phages,68306,train
9776,MG788324.1,Phages,69649,train
9777,NC_028954.1,Phages,36065,train
9778,DQ003640.1,Phages,48172,train
9779,KP007360.1,Phages,170336,train
9780,MK279863.1,Phages,43496,train
9781,LN881732.1,Phages,167124,train
9782,MH616653.1,Phages,4278,train
9783,NC_011356.1,Phages,54896,train
9784,KM411958.1,Phages,72646,train
9785,MK892742.1,Phages,44200,train
9786,MH370477.2,Phages,39883,train
9787,MH464253.1,Phages,40387,train
9788,NC_021349.1,Phages,154872,train
9789,KT381880.1,Phages,178182,train
9790,MG198776.1,Phages,67383,train
9791,KU160669.1,Phages,67592,train
9792,KX159477.1,Phages,65237,train
9793,MK448569.1,Phages,11378,train
9794,AB008550.1,Phages,35580,train
9795,MH171093.1,Phages,50980,train
9796,MK448989.1,Phages,20214,train
9797,KJ452292.1,Phages,43098,train
9798,MK972715.1,Phages,107763,train
9799,MN045230.1,Phages,157741,train
9800,MH572435.1,Phages,4572,train
9801,NC_022771.1,Phages,156648,train
9802,FJ168661.1,Phages,64807,train
9803,KC171646.1,Phages,40931,train
9804,HM563683.1,Phages,169285,train
9805,AP012540.1,Phages,55023,train
9806,MH595538.1,Phages,288967,train
9807,NC_022062.1,Phages,52102,train
9808,AY357582.2,Phages,57455,train
9809,NC_002166.1,Phages,40751,train
9810,KC330684.1,Phages,49259,train
9811,MF189170.1,Phages,58059,train
9812,AB374228.1,Phages,33507,train
9813,NC_017968.1,Phages,43786,train
9814,AY129336.2,Phages,56275,train
9815,KU998239.1,Phages,46600,train
9816,MG099947.1,Phages,52874,train
9817,KR014248.1,Phages,87372,train
9818,MK416012.1,Phages,18281,train
9819,MK892662.1,Phages,29701,train
9820,MH669002.1,Phages,75295,train
9821,NC_000852.5,Phages,330611,train
9822,KX266384.1,Phages,5577,train
9823,MG727700.1,Phages,37880,train
9824,MH045563.1,Phages,41874,train
9825,MK540295.1,Phages,171823,train
9826,MH375074.1,Phages,40876,train
9827,MK540281.1,Phages,171823,train
9828,MK473373.2,Phages,88403,train
9829,MK448875.1,Phages,38639,train
9830,MH450122.1,Phages,64827,train
9831,MH926062.1,Phages,71722,train
9832,NC_001900.2,Phages,49127,train
9833,KC661273.1,Phages,52057,train
9834,AP011617.1,Phages,151483,train
9835,KY065469.1,Phages,33045,train
9836,MH616735.2,Phages,4733,train
9837,KR053201.1,Phages,67617,train
9838,KT336320.1,Phages,53802,train
9839,MK249872.1,Phages,46791,train
9840,MK448828.1,Phages,33053,train
9841,KX375815.1,Phages,52044,train
9842,KX147096.1,Phages,154938,train
9843,MN101228.1,Phages,108916,train
9844,MF140419.1,Phages,15556,train
9845,GQ403788.1,Phages,36892,train
9846,KC107834.1,Phages,41796,train
9847,KY705282.1,Phages,34516,train
9848,MH616787.1,Phages,14628,train
9849,MH834599.1,Phages,39926,train
9850,MK448511.1,Phages,13209,train
9851,NC_017864.1,Phages,42844,train
9852,KU647627.1,Phages,58560,train
9853,KR136260.1,Phages,49847,train
9854,KJ019072.1,Phages,179116,train
9855,DQ831957.1,Phages,43420,train
9856,KT021004.1,Phages,60284,train
9857,MK448978.1,Phages,39587,train
9858,NC_010326.1,Phages,43548,train
9859,HQ396194.1,Phages,49329,train
9860,MH892361.1,Phages,35382,train
9861,MH617239.2,Phages,4288,train
9862,NC_018845.1,Phages,29371,train
9863,MK494109.1,Phages,73885,train
9864,NC_027383.1,Phages,44613,train
9865,MG253651.1,Phages,29659,train
9866,MH576957.1,Phages,15556,train
9867,KR080205.1,Phages,68685,train
9868,NC_015297.1,Phages,5475,train
9869,KY798121.1,Phages,40491,train
9870,MK359326.1,Phages,155256,train
9871,JQ307387.1,Phages,42844,train
9872,MK448577.1,Phages,12004,train
9873,KC595513.2,Phages,138877,train
9874,KT995479.1,Phages,165031,train
9875,KX712236.1,Phages,46930,train
9876,NC_026594.1,Phages,56537,train
9877,MF358541.1,Phages,132996,train
9878,JF712866.1,Phages,39422,train
9879,MH744422.1,Phages,156288,train
9880,KX266583.1,Phages,5577,train
9881,MH479922.1,Phages,41930,train
9882,MK448344.1,Phages,13418,train
9883,NC_001628.1,Phages,3588,train
9884,DQ441420.1,Phages,186293,train
9885,MN270889.1,Phages,40313,train
9886,KT898134.1,Phages,60012,train
9887,MK448375.1,Phages,9600,train
9888,NC_009236.1,Phages,36690,train
9889,MH616845.1,Phages,4487,train
9890,MG252615.1,Phages,41317,train
9891,MK448856.1,Phages,19446,train
9892,GQ979703.1,Phages,27595,train
9893,KP202158.1,Phages,162101,train
9894,MH617515.2,Phages,4642,train
9895,NC_025444.1,Phages,53332,train
9896,MH727563.1,Phages,51029,train
9897,NC_004745.1,Phages,30728,train
9898,EU877232.1,Phages,88487,train
9899,KM652554.1,Phages,133531,train
9900,KU160641.1,Phages,58159,train
9901,NC_021779.1,Phages,59746,train
9902,JQ740796.1,Phages,32052,train
9903,KY363465.1,Phages,118537,train
9904,KJ578773.1,Phages,29261,train
9905,KR093638.1,Phages,17422,train
9906,NC_001270.2,Phages,6825,train
9907,MK801730.1,Phages,17502,train
9908,MH830339.1,Phages,104410,train
9909,MH617477.2,Phages,4354,train
9910,MK931440.1,Phages,44155,train
9911,MH598803.1,Phages,42600,train
9912,J02459.1,Phages,48502,train
9913,JQ965645.1,Phages,103299,train
9914,LN610577.1,Phages,56537,train
9915,JX080305.2,Phages,147590,train
9916,MH617670.2,Phages,4700,train
9917,MG589385.1,Phages,46093,train
9918,MH853786.1,Phages,45063,train
9919,MF766044.1,Phages,49372,train
9920,MK578530.1,Phages,41147,train
9921,NC_009643.1,Phages,17171,train
9922,MK892585.1,Phages,28168,train
9923,MH617254.2,Phages,4626,train
9924,MG944236.1,Phages,47046,train
9925,MK608336.1,Phages,42882,train
9926,MK448969.1,Phages,33123,train
9927,MK618657.1,Phages,48790,train
9928,KT001917.1,Phages,135391,train
9929,MH155878.1,Phages,43709,train
9930,MH825699.1,Phages,40725,train
9931,KF493880.1,Phages,52390,train
9932,MH571750.1,Phages,86950,train
9933,KU130129.1,Phages,92816,train
9934,KX349900.2,Phages,26502,train
9935,KP793109.1,Phages,29032,train
9936,NC_031104.1,Phages,72979,train
9937,MK448535.1,Phages,10617,train
9938,NC_030947.1,Phages,38243,train
9939,KC862295.1,Phages,88255,train
9940,LN610579.1,Phages,66299,train
9941,KX266626.1,Phages,5577,train
9942,MH159197.1,Phages,141384,train
9943,NC_015280.1,Phages,181044,train
9944,MK521906.1,Phages,49370,train
9945,MK721197.1,Phages,18366,train
9946,KJ019107.1,Phages,217673,train
9947,MH616783.2,Phages,4585,train
9948,KT347313.1,Phages,47618,train
9949,MK448663.1,Phages,11391,train
9950,MF172979.1,Phages,90000,train
9951,AY505112.1,Phages,39853,train
9952,NC_017695.1,Phages,32582,train
9953,KY965066.1,Phages,68714,train
9954,KU194205.1,Phages,50298,train
9955,DQ500118.1,Phages,60195,train
9956,KY883637.1,Phages,126082,train
9957,KY092480.1,Phages,39522,train
9958,MK448383.1,Phages,13395,train
9959,MK448993.1,Phages,40339,train
9960,MF663761.1,Phages,47760,train
9961,AB259123.2,Phages,9004,train
9962,KC522412.1,Phages,30692,train
9963,NC_031062.2,Phages,75147,train
9964,X51522.1,Phages,11624,train
9965,MK327945.1,Phages,168363,train
9966,NC_019914.1,Phages,40071,train
9967,MH976512.1,Phages,59495,train
9968,NC_022096.1,Phages,258139,train
9969,MK448751.1,Phages,38443,train
9970,MG925488.1,Phages,295053,train
9971,KY065453.1,Phages,37518,train
9972,MK448770.1,Phages,38834,train
9973,KP869101.1,Phages,168733,train
9974,HM753688.1,Phages,5386,train
9975,NC_017973.1,Phages,52474,train
9976,NC_026611.1,Phages,43129,train
9977,KU686195.1,Phages,197534,train
9978,MH536817.1,Phages,51343,train
9979,KT989433.2,Phages,56451,train
9980,DQ643392.1,Phages,191100,train
9981,NC_018084.1,Phages,18078,train
9982,NC_021556.1,Phages,39981,train
9983,EF026583.2,Phages,15192,train
9984,KT997869.1,Phages,32219,train
9985,KU935715.1,Phages,234900,train
9986,MK892604.1,Phages,43789,train
9987,MH617190.1,Phages,5705,train
9988,MH572400.1,Phages,4264,train
9989,FJ174690.1,Phages,58471,train
9990,KC348601.1,Phages,36128,train
9991,MF788075.1,Phages,49494,train
9992,KX119196.1,Phages,25388,train
9993,MG727696.1,Phages,37985,train
9994,NC_031001.1,Phages,66611,train
9995,NC_004913.3,Phages,59866,train
9996,MK448561.1,Phages,9150,train
9997,MK721188.1,Phages,17966,train
9998,MH513982.1,Phages,40306,train
9999,NC_021067.1,Phages,135982,train
10000,NC_002796.1,Phages,40003,train
10001,MK112530.1,Phages,49601,train
10002,MN153797.1,Phages,48822,train
10003,MH229862.1,Phages,55137,train
10004,KX078569.1,Phages,163201,train
10005,KT825490.1,Phages,47319,train
10006,MH617201.2,Phages,4029,train
10007,MH617607.2,Phages,4502,train
10008,MH171098.1,Phages,51396,train
10009,MH333064.1,Phages,166130,train
10010,MK310141.1,Phages,53449,train
10011,AF428260.1,Phages,5804,train
10012,JN699625.1,Phages,155299,train
10013,MK895508.1,Phages,120106,train
10014,AF338467.2,Phages,46675,train
10015,KX349254.1,Phages,175441,train
10016,MH617412.2,Phages,5503,train
10017,MH572396.1,Phages,4188,train
10018,MN204503.1,Phages,70526,train
10019,NC_016762.1,Phages,49135,train
10020,MK448931.1,Phages,35546,train
10021,NC_031241.1,Phages,43293,train
10022,MN428055.1,Phages,53155,train
10023,NC_004301.1,Phages,4276,train
10024,NC_014765.1,Phages,198519,train
10025,MK448747.1,Phages,42560,train
10026,LN610583.1,Phages,85783,train
10027,NC_023602.1,Phages,50781,train
10028,LC105989.1,Phages,64415,train
10029,MF347636.1,Phages,131086,train
10030,MH479909.1,Phages,51369,train
10031,KR997967.1,Phages,68367,train
10032,KJ019026.1,Phages,171282,train
10033,MN183279.1,Phages,50782,train
10034,MH001447.1,Phages,71752,train
10035,NC_024367.1,Phages,75028,train
10036,KY926699.2,Phages,29284,train
10037,JN412589.1,Phages,70506,train
10038,KU702949.1,Phages,464523,train
10039,KC758116.1,Phages,61818,train
10040,KJ489397.1,Phages,160541,train
10041,AY954958.1,Phages,43681,train
10042,KX349241.1,Phages,175439,train
10043,KT876724.1,Phages,88308,train
10044,NC_016655.1,Phages,51342,train
10045,HM753680.1,Phages,5387,train
10046,NC_028848.1,Phages,41805,train
10047,MK047717.1,Phages,167803,train
10048,KJ018210.1,Phages,42252,train
10049,NC_026923.1,Phages,179110,train
10050,MH059634.1,Phages,39826,train
10051,FQ482085.1,Phages,47279,train
10052,MH616746.2,Phages,4569,train
10053,AY935489.1,Phages,15186,train
10054,MK448835.1,Phages,37554,train
10055,MH153813.1,Phages,62312,train
10056,NC_020197.1,Phages,45606,train
10057,EF026579.2,Phages,15192,train
10058,KJ019122.1,Phages,171285,train
10059,MK540452.1,Phages,171823,train
10060,NC_020998.1,Phages,28072,train
10061,MH725810.1,Phages,92348,train
10062,NC_012753.1,Phages,37184,train
10063,MH572348.1,Phages,4255,train
10064,MH825710.1,Phages,51365,train
10065,MN234220.1,Phages,67813,train
10066,NC_027346.1,Phages,29327,train
10067,KU297675.1,Phages,93464,train
10068,NC_022067.1,Phages,109960,train
10069,MN013189.1,Phages,92627,train
10070,MK448369.1,Phages,11081,train
10071,JQ809702.1,Phages,54470,train
10072,MK540315.1,Phages,171823,train
10073,MK359353.1,Phages,155658,train
10074,MG820642.1,Phages,29733,train
10075,MK977701.1,Phages,76991,train
10076,MH375644.1,Phages,147890,train
10077,NC_007821.1,Phages,6068,train
10078,NC_019524.2,Phages,60496,train
10079,MN067333.1,Phages,62668,train
10080,MH107118.1,Phages,17034,train
10081,MK977694.1,Phages,167353,train
10082,NC_025421.1,Phages,29616,train
10083,KU963254.1,Phages,49286,train
10084,DQ163916.1,Phages,59446,train
10085,KU963257.1,Phages,50346,train
10086,NC_014260.1,Phages,172253,train
10087,GU169904.1,Phages,147303,train
10088,MK327939.1,Phages,167826,train
10089,KJ019118.1,Phages,179203,train
10090,MK448674.1,Phages,37428,train
10091,KY290954.1,Phages,43551,train
10092,MH572325.1,Phages,4018,train
